Id,Title,StaringActorId,StaringActor,ActorAgeGapId,AgeGapDefinition,WriterId,Writer,Genres,GenreId,NumberOfVotes,Rating,Success
5187,Identity Thief,13329,Jason Bateman,3,40s,535878,Craig Mazin,Adventure,10,111482,5.7,0
5188,Non-Stop,13016,Liam Neeson,1,+60s,1764123,John W. Richardson,Action,15,228866,7.0,0
5189,12 Years a Slave,253479,Chiwetel Ejiofor,4,30s,697348,John Ridley,Biography,17,556712,8.1,1
5190,The Great Wall,12817,Matt Damon,3,40s,82287,Carlo Bernard,Action,15,104632,6.0,0
5191,Inside Llewyn Davis,1400540,Oscar Isaac,4,30s,11658,Joel Coen,Drama,1,119441,7.5,1
5192,The Imitation Game,1393517,Benedict Cumberbatch,4,30s,2493637,Graham Moore,Biography,17,594287,8.0,1
5193,Black Mirror,480417,Daniel Lapaine,4,30s,120257,Charlie Brooker,Drama,1,266170,8.9,1
5194,Assassin's Creed,1262061,Michael Fassbender,4,30s,2173483,Michael Lesslie,Action,15,159370,5.8,0
5195,Insidious: Chapter 2,885211,Patrick Wilson,4,30s,1358770,Leigh Whannell,Horror,18,136002,6.6,0
5196,Don Jon,327791,Joseph Gordon-Levitt,4,30s,327791,Joseph Gordon-Levitt,Comedy,3,212317,6.6,0
5197,Nymphomaniac: Vol. I,11854,Charlotte Gainsbourg,3,40s,13418,Lars von Trier,Drama,1,102438,6.9,0
5198,Carrie,1761935,ChloÃ« Grace Moretz,6,teenager,175185,Lawrence D. Cohen,Drama,1,122547,5.9,0
5199,The Hangover Part III,188089,Bradley Cooper,4,30s,652257,Todd Phillips,Adventure,10,261929,5.8,0
5200,The Hunger Games: Catching Fire,2163950,Jennifer Lawrence,5,20s,75202,Simon Beaufoy,Action,15,562098,7.5,1
5201,The Hunger Games: Mockingjay - Part 1,2163950,Jennifer Lawrence,5,20s,187557,Peter Craig,Action,15,366465,6.7,0
5202,The Hunger Games: Mockingjay - Part 2,2163950,Jennifer Lawrence,5,20s,187557,Peter Craig,Action,15,239354,6.6,0
5203,Noah,12591,Russell Crowe,3,40s,16753,Darren Aronofsky,Action,15,223523,5.8,0
5204,The Hitman's Bodyguard,17387,Ryan Reynolds,3,40s,4278121,Tom O'Connor,Action,15,149878,6.9,0
5205,Tomorrowland,12586,George Clooney,2,50s,479081,Damon Lindelof,Action,15,157905,6.4,0
5206,King Arthur: Legend of the Sword,384849,Charlie Hunnam,4,30s,1828039,Joby Harold,Action,15,159149,6.8,0
5207,Rush,122810,Daniel BrÃ¼hl,4,30s,582391,Peter Morgan,Action,15,381087,8.1,1
5208,Pain & Gain,12705,Mark Wahlberg,3,40s,1497337,Christopher Markus,Action,15,182744,6.4,0
5209,Begin Again,456074,Keira Knightley,5,20s,141851,John Carney,Comedy,3,126105,7.4,1
5210,Thor: The Dark World,1350305,Chris Hemsworth,5,20s,1405093,Christopher L. Yost,Action,15,508739,7.0,0
5211,Pitch Perfect,419338,Anna Kendrick,5,20s,139443,Kay Cannon,Comedy,3,248347,7.2,0
5212,The Internship,13144,Vince Vaughn,3,40s,13144,Vince Vaughn,Comedy,3,176441,6.3,0
5213,Valerian and the City of a Thousand Planets,2827669,Dane DeHaan,4,30s,154988,Pierre Christin,Action,15,130372,6.5,0
5214,Hannibal,207605,Hugh Dancy,4,30s,301599,Bryan Fuller,Crime,14,195766,8.5,1
5215,Big Hero 6,3738010,Ryan Potter,6,teenager,1429552,Jordan Roberts,Action,15,351735,7.8,1
5216,Horrible Bosses 2,13329,Jason Bateman,3,40s,2001359,Sean Anders,Comedy,3,139633,6.3,0
5217,The Monuments Men,12586,George Clooney,2,50s,12586,George Clooney,Comedy,3,115138,6.1,0
5218,American Sniper,188089,Bradley Cooper,4,30s,340747,Jason Hall,Action,15,388767,7.3,1
5219,Into the Woods,419338,Anna Kendrick,5,20s,480569,James Lapine,Adventure,10,120290,6.0,0
5220,The Purge,12623,Ethan Hawke,3,40s,216144,James DeMonaco,Horror,18,176826,5.7,0
5221,Grown Ups 2,11795,Adam Sandler,3,40s,893931,Fred Wolf,Comedy,3,124915,5.4,0
5222,Arrow,1974979,Stephen Amell,4,30s,1484943,George PÃ©rez,Action,15,367309,7.7,1
5223,About Time,1851538,Domhnall Gleeson,5,20s,202934,Richard Curtis,Comedy,3,250141,7.8,1
5224,Oculus,2456236,Karen Gillan,5,20s,1276046,Mike Flanagan,Horror,18,103934,6.5,0
5225,Avengers: Age of Ultron,12838,Robert Downey Jr.,3,40s,890799,Joss Whedon,Action,15,614568,7.4,1
5226,Predestination,12623,Ethan Hawke,3,40s,1468403,Michael Spierig,Drama,1,217368,7.5,1
5227,The Family,12597,Robert De Niro,1,+60s,12571,Luc Besson,Comedy,3,100395,6.3,0
5228,The Magnificent Seven,12706,Denzel Washington,1,+60s,12504,Akira Kurosawa,Action,15,161253,6.9,0
5229,The Heat,12576,Sandra Bullock,3,40s,1884037,Katie Dippold,Action,15,150159,6.6,0
5230,Atomic Blonde,12697,Charlize Theron,3,40s,414100,Kurt Johnstad,Action,15,139251,6.7,0
5231,Dumb and Dumber To,12583,Jim Carrey,2,50s,2001359,Sean Anders,Adventure,10,114867,5.6,0
5232,Inside Out,659025,Amy Poehler,3,40s,221813,Pete Docter,Adventure,10,508095,8.2,1
5233,Spring Breakers,1412853,Vanessa Hudgens,5,20s,17138,Harmony Korine,Comedy,3,123189,5.3,0
5234,Dawn of the Planet of the Apes,12661,Gary Oldman,2,50s,88263,Mark Bomback,Action,15,380671,7.6,1
5235,Jagten,573822,Mads Mikkelsen,3,40s,2196156,Tobias Lindholm,Drama,1,230075,8.3,1
5236,Transformers: Age of Extinction,12705,Mark Wahlberg,3,40s,461911,Ehren Kruger,Action,15,276710,5.7,0
5237,Hacksaw Ridge,2058216,Andrew Garfield,4,30s,747200,Robert Schenkkan,Biography,17,342761,8.1,1
5238,Pixels,11795,Adam Sandler,3,40s,369242,Tim Herlihy,Action,15,115774,5.6,0
5239,San Andreas,416932,Dwayne Johnson,3,40s,203110,Carlton Cuse,Action,15,184538,6.1,0
5240,Saving Mr. Banks,13131,Emma Thompson,2,50s,530188,Kelly Marcel,Biography,17,134958,7.5,1
5241,The Accountant,12718,Ben Affleck,3,40s,3936160,Bill Dubuque,Action,15,222007,7.4,1
5242,The Hobbit: The Battle of the Five Armies,17248,Ian McKellen,1,+60s,868780,Fran Walsh,Adventure,10,425211,7.4,1
5243,Alien: Covenant,1262061,Michael Fassbender,4,30s,623984,Dan O'Bannon,Horror,18,213658,6.4,0
5244,Enemy,351402,Jake Gyllenhaal,4,30s,728825,JosÃ© Saramago,Mystery,8,136377,6.9,0
5245,The Babadook,212883,Essie Davis,3,40s,418497,Jennifer Kent,Drama,1,162581,6.8,0
5246,Fifty Shades of Grey,421297,Dakota Johnson,5,20s,530188,Kelly Marcel,Drama,1,270863,4.1,0
5247,The Expendables 3,12693,Sylvester Stallone,1,+60s,12693,Sylvester Stallone,Action,15,151573,6.1,0
5248,Blue Jasmine,11553,Cate Blanchett,3,40s,12558,Woody Allen,Drama,1,175342,7.3,1
5249,White House Down,1621441,Channing Tatum,4,30s,850257,James Vanderbilt,Action,15,187113,6.4,0
5250,PK,445837,Aamir Khan,3,40s,359459,Rajkumar Hirani,Comedy,3,130461,8.2,1
5251,The Mummy,12592,Tom Cruise,2,50s,447720,David Koepp,Action,15,144364,5.5,0
5252,True Detective,13144,Vince Vaughn,3,40s,4293655,Nic Pizzolatto,Crime,14,415709,9.0,1
5253,Jessica Jones,1439339,Krysten Ritter,4,30s,713656,Melissa Rosenberg,Action,15,164607,8.1,1
5254,The Intern,12597,Robert De Niro,1,+60s,563261,Nancy Meyers,Comedy,3,184511,7.1,0
5255,Sense8,46733,Doona Bae,4,30s,780406,J. Michael Straczynski,Drama,1,118579,8.4,1
5256,Peaky Blinders,595622,Cillian Murphy,4,30s,1328584,Steven Knight,Crime,14,162018,8.8,1
5257,Taken 3,13016,Liam Neeson,1,+60s,12571,Luc Besson,Action,15,159812,6.0,0
5258,Joy,2163950,Jennifer Lawrence,5,20s,724048,David O. Russell,Drama,1,113857,6.6,0
5259,Brooklyn Nine-Nine,119113,Andre Braugher,2,50s,4800102,Alison Agosti,Comedy,3,121576,8.4,1
5260,Star Wars: Episode VII - The Force Awakens,5149193,Daisy Ridley,5,20s,12014,Lawrence Kasdan,Action,15,761105,8.0,1
5261,Spider-Man: Homecoming,3949446,Tom Holland,5,20s,324018,Jonathan Goldstein,Action,15,372378,7.5,1
5262,Serbuan maut 2: Berandal,3254496,Iko Uwais,4,30s,2235624,Gareth Evans,Action,15,101454,8.0,1
5263,Kung Fu Panda 3,99526,Jack Black,3,40s,15950,Jonathan Aibel,Action,15,109014,7.1,0
5264,Gone Girl,12718,Ben Affleck,3,40s,4836280,Gillian Flynn,Crime,14,729514,8.1,1
5265,Finding Dory,11726,Ellen DeGeneres,2,50s,18512,Andrew Stanton,Adventure,10,202704,7.3,1
5266,The Grand Budapest Hotel,12609,Ralph Fiennes,2,50s,907897,Stefan Zweig,Adventure,10,609451,8.1,1
5267,La vie d'AdÃ¨le,2308873,LÃ©a Seydoux,5,20s,420184,Abdellatif Kechiche,Drama,1,119485,7.8,1
5268,Jumanji: Welcome to the Jungle,416932,Dwayne Johnson,3,40s,559453,Chris McKenna,Action,15,217544,7.0,0
5269,Minions,12576,Sandra Bullock,2,50s,505937,Brian Lynch,Action,15,185505,6.4,0
5270,22 Jump Street,1621441,Channing Tatum,4,30s,52725,Michael Bacall,Action,15,309761,7.0,0
5271,Frozen,68452,Kristen Bell,4,30s,1664963,Jennifer Lee,Adventure,10,498589,7.5,1
5272,Olympus Has Fallen,118025,Gerard Butler,3,40s,4709152,Creighton Rothenberger,Action,15,230042,6.5,0
5273,Wild,13165,Reese Witherspoon,4,30s,384318,Nick Hornby,Adventure,10,107270,7.1,0
5274,Vikings,774224,Gustaf SkarsgÃ¥rd,4,30s,370097,Michael Hirst,Action,15,311207,8.6,1
5275,Avengers: Infinity War,12838,Robert Downey Jr.,2,50s,1497337,Christopher Markus,Action,15,530839,8.5,1
5276,Mr. Robot,1903530,Rami Malek,4,30s,1494930,Sam Esmail,Crime,14,265992,8.6,1
5277,Don't Breathe,13863,Stephen Lang,1,+60s,1923772,Fede Alvarez,Crime,14,175286,7.1,0
5278,The Gift,13329,Jason Bateman,3,40s,245229,Joel Edgerton,Drama,1,118402,7.1,0
5279,Jason Bourne,12817,Matt Damon,3,40s,314792,Paul Greengrass,Action,15,183367,6.6,0
5280,Rogue One,404954,Felicity Jones,4,30s,886453,Chris Weitz,Action,15,450975,7.8,1
5281,Gotham,1528808,Ben McKenzie,4,30s,3114728,Dick Sprang,Action,15,184066,7.9,1
5282,Snowden,327791,Joseph Gordon-Levitt,4,30s,1771085,Kieran Fitzgerald,Biography,17,112117,7.3,1
5283,Solo: A Star Wars Story,2458829,Alden Ehrenreich,5,20s,435989,Jonathan Kasdan,Action,15,176322,7.0,0
5284,La La Land,324317,Ryan Gosling,4,30s,3189904,Damien Chazelle,Comedy,3,404949,8.0,1
5285,The Nice Guys,12591,Russell Crowe,2,50s,11552,Shane Black,Action,15,227404,7.4,1
5286,War for the Planet of the Apes,735551,Andy Serkis,2,50s,88263,Mark Bomback,Action,15,189077,7.5,1
5287,The Hateful Eight,12631,Samuel L. Jackson,1,+60s,12696,Quentin Tarantino,Crime,14,410782,7.8,1
5288,The Lobster,268626,Colin Farrell,4,30s,480191,Yorgos Lanthimos,Comedy,3,163390,7.1,0
5289,Sing,12653,Matthew McConaughey,3,40s,1328002,Garth Jennings,Animation,11,106697,7.1,0
5290,The Flash,2669178,Grant Gustin,5,20s,85949,Greg Berlanti,Action,15,262046,7.9,1
5291,Now You See Me 2,257728,Jesse Eisenberg,4,30s,18865,Ed Solomon,Action,15,202581,6.5,0
5292,The Blacklist,13115,James Spader,2,50s,90909,Jon Bokenkamp,Crime,14,147446,8.1,1
5293,The Originals,582236,Joseph Morgan,4,30s,663851,Julie Plec,Drama,1,101129,8.3,1
5294,Ted 2,12705,Mark Wahlberg,3,40s,497248,Seth MacFarlane,Comedy,3,158615,6.3,0
5295,Star Trek: Beyond,1665481,Chris Pine,4,30s,653264,Simon Pegg,Action,15,202387,7.1,0
5296,The 100,1516781,Eliza Taylor,5,20s,932236,Jason Rothenberg,Drama,1,164701,7.8,1
5297,Me Before You,3486169,Emilia Clarke,5,20s,4253680,Jojo Moyes,Drama,1,158818,7.4,1
5298,Locke,358028,Tom Hardy,4,30s,1328584,Steven Knight,Drama,1,116185,7.1,0
5299,Game Night,13329,Jason Bateman,3,40s,937845,Mark Perez,Action,15,130814,7.0,0
5300,Narcos,50907,Pedro Pascal,4,30s,82287,Carlo Bernard,Biography,17,271256,8.8,1
5301,The Secret Life of Pets,135052,Louis C.K.,3,40s,644870,Cinco Paul,Adventure,10,153435,6.5,0
5302,Fury,12556,Brad Pitt,2,50s,55585,David Ayer,Action,15,368970,7.6,1
5303,Everest,167446,Jason Clarke,3,40s,610493,William Nicholson,Action,15,175656,7.1,0
5304,Beauty and the Beast,871750,Emma Watson,5,20s,156935,Stephen Chbosky,Family,12,222052,7.2,0
5305,Star Wars: Episode VIII - The Last Jedi,5149193,Daisy Ridley,5,20s,413689,Rian Johnson,Action,15,428889,7.2,0
5306,Arrival,11456,Amy Adams,3,40s,2203639,Eric Heisserer,Drama,1,481386,7.9,1
5307,Crimson Peak,2092308,Mia Wasikowska,5,20s,815231,Guillermo del Toro,Drama,1,115550,6.5,0
5308,A Million Ways to Die in the West,497248,Seth MacFarlane,3,40s,497248,Seth MacFarlane,Comedy,3,156626,6.1,0
5309,Shingeki no kyojin,2181063,Marina Inoue,5,20s,4380535,Hajime Isayama,Action,15,103415,8.8,1
5310,Get Hard,13604,Will Ferrell,3,40s,982150,Jay Martel,Comedy,3,107237,6.0,0
5311,Birdman or (The Unexpected Virtue of Ignorance),12937,Michael Keaton,1,+60s,319737,Alejandro G. IÃ±Ã¡rritu,Comedy,3,497737,7.7,1
5312,Me and Earl and the Dying Girl,3244519,Thomas Mann,5,20s,5184565,Jesse Andrews,Comedy,3,108783,7.8,1
5313,Hell or High Water,1665481,Chris Pine,4,30s,767418,Taylor Sheridan,Action,15,164077,7.6,1
5314,Whiplash,2008256,Miles Teller,5,20s,3189904,Damien Chazelle,Drama,1,581879,8.5,1
5315,The Fault in Our Stars,901830,Shailene Woodley,5,20s,2414355,Scott Neustadter,Drama,1,304098,7.7,1
5316,The Interview,270910,James Franco,4,30s,946699,Dan Sterling,Comedy,3,279920,6.6,0
5317,Annihilation,12667,Natalie Portman,4,30s,285073,Alex Garland,Adventure,10,185039,6.9,0
5318,Kingsman: The Secret Service,12610,Colin Firth,2,50s,918059,Jane Goldman,Action,15,525316,7.7,1
5319,Fargo,13134,Billy Bob Thornton,2,50s,2260567,Monica Beletsky,Crime,14,256036,9.0,1
5320,Furious Seven,16911,Vin Diesel,3,40s,582023,Chris Morgan,Action,15,327109,7.2,0
5321,The Purge: Anarchy,338824,Frank Grillo,3,40s,216144,James DeMonaco,Action,15,122391,6.5,0
5322,Batman v Superman: Dawn of Justice,12718,Ben Affleck,3,40s,19211,Chris Terrio,Action,15,552946,6.5,0
5323,The Theory of Everything,1663698,Eddie Redmayne,4,30s,538426,Anthony McCarten,Biography,17,343924,7.7,1
5324,Relatos salvajes,336709,DarÃ­o Grandinetti,2,50s,1421922,GermÃ¡n Servidio,Comedy,3,142746,8.1,1
5325,Better Call Saul,612718,Bob Odenkirk,2,50s,2199111,Bradley Paul,Crime,14,234858,8.7,1
5326,The Jungle Book,5548453,Neel Sethi,6,teenager,1285165,Justin Marks,Adventure,10,232441,7.4,1
5327,Inferno,12621,Tom Hanks,2,50s,1619620,Dan Brown,Action,15,131643,6.2,0
5328,The Conjuring 2,268261,Vera Farmiga,3,40s,355163,Chad Hayes,Horror,18,181952,7.4,1
5329,Creed,421581,Michael B. Jordan,5,20s,3317806,Ryan Coogler,Drama,1,206920,7.6,1
5330,Spy,538637,Melissa McCarthy,3,40s,82841,Paul Feig,Action,15,208530,7.0,0
5331,Trainwreck,2248519,Amy Schumer,4,30s,2248519,Amy Schumer,Comedy,3,118699,6.2,0
5332,Room,473163,Brie Larson,5,20s,1630993,Emma Donoghue,Drama,1,293632,8.2,1
5333,Fantastic Beasts and Where to Find Them,1663698,Eddie Redmayne,4,30s,715921,J.K. Rowling,Adventure,10,334675,7.3,1
5334,Pitch Perfect 2,419338,Anna Kendrick,5,20s,139443,Kay Cannon,Comedy,3,125711,6.4,0
5335,Rick and Morty,1703793,Justin Roiland,4,30s,1539494,Dan Harmon,Adventure,10,240201,9.3,1
5336,Nightcrawler,351402,Jake Gyllenhaal,4,30s,322408,Dan Gilroy,Crime,14,386171,7.9,1
5337,Lucy,420558,Scarlett Johansson,5,20s,12571,Luc Besson,Action,15,389832,6.4,0
5338,Red Sparrow,2163950,Jennifer Lawrence,5,20s,1427316,Justin Haythe,Action,15,114338,6.6,0
5339,Chef,265578,Jon Favreau,3,40s,265578,Jon Favreau,Adventure,10,168530,7.3,1
5340,I Origins,647975,Michael Pitt,4,30s,2669700,Mike Cahill,Drama,1,100836,7.4,1
5341,Insurgent,901830,Shailene Woodley,5,20s,3838655,Brian Duffield,Action,15,192846,6.2,0
5342,John Wick,12669,Keanu Reeves,3,40s,4219033,Derek Kolstad,Action,15,406513,7.3,1
5343,Zootopia,322654,Ginnifer Goodwin,4,30s,382299,Byron Howard,Adventure,10,361555,8.0,1
5344,The Walk,327791,Joseph Gordon-Levitt,4,30s,13172,Robert Zemeckis,Adventure,10,106369,7.3,1
5345,Logan,410842,Hugh Jackman,3,40s,1273442,Chris Claremont,Action,15,521631,8.1,1
5346,Still Alice,12657,Julianne Moore,2,50s,308200,Richard Glatzer,Drama,1,113049,7.5,1
5347,Daredevil,1394671,Charlie Cox,4,30s,1333445,Bill Everett,Action,15,312774,8.7,1
5348,Annabelle,1912896,Ward Horton,4,30s,2519487,Gary Dauberman,Horror,18,115408,5.4,0
5349,Transformers: The Last Knight,12705,Mark Wahlberg,3,40s,1604291,Art Marcum,Action,15,109335,5.2,0
5350,X-Men: Apocalypse,527448,James McAvoy,4,30s,1487692,Simon Kinberg,Action,15,335874,7.0,0
5351,Jack Reacher: Never Go Back,12592,Tom Cruise,2,50s,880425,Richard Wenk,Action,15,114594,6.1,0
5352,Sicario,1464683,Emily Blunt,4,30s,767418,Taylor Sheridan,Action,15,312646,7.6,1
5353,Murder on the Orient Express,12573,Kenneth Branagh,2,50s,323278,Michael Green,Crime,14,164697,6.5,0
5354,What We Do in the Shadows,1473280,Jemaine Clement,4,30s,1473280,Jemaine Clement,Comedy,3,115127,7.6,1
5355,Captain America: Civil War,267611,Chris Evans,4,30s,1497337,Christopher Markus,Action,15,533652,7.8,1
5356,Thor: Ragnarok,1350305,Chris Hemsworth,4,30s,3055260,Eric Pearson,Action,15,406847,7.9,1
5357,Moana,6983568,Auli'i Cravalho,6,teenager,1329164,Jared Bush,Adventure,10,208389,7.6,1
5358,It Follows,2219984,Maika Monroe,5,20s,1542034,David Robert Mitchell,Horror,18,173033,6.9,0
5359,Sully,12621,Tom Hanks,2,50s,433502,Todd Komarnicki,Biography,17,189030,7.5,1
5360,London Has Fallen,118025,Gerard Butler,3,40s,4709152,Creighton Rothenberger,Action,15,119674,5.9,0
5361,Allied,12556,Brad Pitt,2,50s,1328584,Steven Knight,Action,15,118175,7.1,0
5362,The Martian,12817,Matt Damon,3,40s,1374598,Drew Goddard,Adventure,10,645889,8.0,1
5363,Bridge of Spies,12621,Tom Hanks,2,50s,4015992,Matt Charman,Drama,1,253062,7.6,1
5364,Kong: Skull Island,1288114,Tom Hiddleston,4,30s,322408,Dan Gilroy,Action,15,220386,6.7,0
5365,Lion,2413216,Dev Patel,5,20s,6088646,Saroo Brierley,Biography,17,169423,8.1,1
5366,The VVitch: A New-England Folktale,5561900,Anya Taylor-Joy,6,teenager,3191549,Robert Eggers,Horror,18,142013,6.8,0
5367,American Made,12592,Tom Cruise,2,50s,792200,Gary Spinelli,Action,15,119803,7.2,0
5368,Captain Fantastic,12161,Viggo Mortensen,2,50s,710424,Matt Ross,Comedy,3,149314,7.9,1
5369,Legend,358028,Tom Hardy,4,30s,11942,Brian Helgeland,Biography,17,132248,7.0,0
5370,Incredibles 2,17302,Craig T. Nelson,1,+60s,72554,Brad Bird,Action,15,143004,7.9,1
5371,The Girl on the Train,1464683,Emily Blunt,4,30s,884678,Erin Cressida Wilson,Crime,14,142535,6.5,0
5372,Manchester by the Sea,13192,Casey Affleck,3,40s,509705,Kenneth Lonergan,Drama,1,200747,7.8,1
5373,Maze Runner: The Scorch Trials,3641210,Dylan O'Brien,5,20s,2445402,T.S. Nowlin,Action,15,192647,6.3,0
5374,The Shallows,496921,Blake Lively,5,20s,1274054,Anthony Jaswinski,Drama,1,102093,6.3,0
5375,Lucifer,241353,Tom Ellis,4,30s,6543316,Mike Dringenberg,Crime,14,124762,8.2,1
5376,The Lego Batman Movie,16752,Will Arnett,3,40s,322906,Seth Grahame-Smith,Action,15,106648,7.3,1
5377,Battle of the Bastards,211311,Peter Dinklage,3,40s,533865,George R.R. Martin,Action,15,157274,9.9,1
5378,The Winds of Winter,211311,Peter Dinklage,3,40s,533865,George R.R. Martin,Action,15,108038,9.9,1
5379,Baby Driver,4823084,Ansel Elgort,5,20s,892396,Edgar Wright,Action,15,335098,7.6,1
5380,Guardians of the Galaxy Vol. 2,666394,Chris Pratt,4,30s,339990,James Gunn,Action,15,425053,7.7,1
5381,Bright,12689,Will Smith,3,40s,468045,Max Landis,Action,15,138700,6.4,0
5382,Mother!,2163950,Jennifer Lawrence,5,20s,16753,Darren Aronofsky,Drama,1,140900,6.6,0
5383,Nocturnal Animals,11456,Amy Adams,3,40s,1249146,Tom Ford,Crime,14,191735,7.5,1
5384,Darkest Hour,12661,Gary Oldman,2,50s,538426,Anthony McCarten,Biography,17,120086,7.4,1
5385,Stranger Things,5326847,Millie Bobby Brown,6,teenager,1935679,Matt Duffer,Drama,1,534884,8.9,1
5386,The Fate of the Furious,16911,Vin Diesel,3,40s,831119,Gary Scott Thompson,Action,15,170177,6.7,0
5387,Kingsman: The Golden Circle,5202821,Taron Egerton,5,20s,918059,Jane Goldman,Action,15,210779,6.8,0
5388,John Wick: Chapter 2,12669,Keanu Reeves,2,50s,4219033,Derek Kolstad,Action,15,250263,7.5,1
5389,The Promise,1400540,Oscar Isaac,4,30s,799964,Robin Swicord,Drama,1,162981,6.1,0
5390,Split,527448,James McAvoy,4,30s,751620,M. Night Shyamalan,Horror,18,296675,7.3,1
5391,Moonlight,932607,Mahershala Ali,3,40s,1651698,Barry Jenkins,Drama,1,209620,7.4,1
5392,"Three Billboards Outside Ebbing, Missouri",12994,Frances McDormand,2,50s,1848661,Martin McDonagh,Comedy,3,297408,8.2,1
5393,Get Out,2330770,Daniel Kaluuya,5,20s,1605770,Jordan Peele,Horror,18,346679,7.7,1
5394,Dangal,445837,Aamir Khan,2,50s,5918759,Piyush Gupta,Action,15,109434,8.5,1
5395,Ant-Man and the Wasp,706991,Paul Rudd,3,40s,559453,Chris McKenna,Action,15,156709,7.2,0
5396,Ocean's Eight,12576,Sandra Bullock,2,50s,14188,Gary Ross,Action,15,107168,6.2,0
5397,Hidden Figures,372706,Taraji P. Henson,3,40s,2339320,Allison Schroeder,Biography,17,159883,7.8,1
5398,Jurassic World: Fallen Kingdom,666394,Chris Pratt,4,30s,2172961,Derek Connolly,Action,15,177331,6.2,0
5399,Mission: Impossible - Fallout,12592,Tom Cruise,2,50s,20390,Christopher McQuarrie,Action,15,174117,7.9,1
5400,Lady Bird,1663711,Saoirse Ronan,5,20s,2051767,Greta Gerwig,Comedy,3,155528,7.5,1
5401,"I, Tonya",3027130,Margot Robbie,5,20s,699604,Steven Rogers,Biography,17,119401,7.5,1
5402,The Shape of Water,1113096,Sally Hawkins,3,40s,815231,Guillermo del Toro,Adventure,10,267030,7.4,1
5403,Wind River,2172724,Kelsey Asbille,5,20s,767418,Taylor Sheridan,Crime,14,151711,7.7,1
5404,Life,351402,Jake Gyllenhaal,4,30s,1050679,Rhett Reese,Horror,18,168087,6.6,0
5405,Deadpool 2,17387,Ryan Reynolds,3,40s,1050679,Rhett Reese,Action,15,307579,7.8,1
5406,Mindhunter,2698716,Jonathan Groff,4,30s,649530,Joe Penhall,Crime,14,103298,8.6,1
5407,Kimi no na wa.,1310437,RyÃ»nosuke Kamiki,5,20s,1558088,Makoto Shinkai,Animation,11,114515,8.4,1
5408,La casa de papel,2299578,Ãšrsula CorberÃ³,5,20s,1401077,Ãlex Pina,Action,15,102624,8.6,1
5409,The Punisher,1418420,Jon Bernthal,3,40s,1374146,Steve Lightfoot,Action,15,116898,8.6,1
5410,Call Me by Your Name,2369462,Armie Hammer,4,30s,390291,James Ivory,Drama,1,133378,7.9,1
5411,A Quiet Place,1464683,Emily Blunt,4,30s,1616292,Bryan Woods,Drama,1,234265,7.6,1
5412,Hereditary,11661,Toni Collette,3,40s,4024587,Ari Aster,Drama,1,106893,7.3,1
